
                        S T E P       1


                                INCREMENT     1


 internal energy density (elem, integ.pnt.,energy) for set SOLIDMATERIALELEMENTGEOMETRY2D and time  0.1000000E+01

       261   1  8.279425E-03
       261   2  8.269550E-03
       261   3  7.556180E-03
       261   4  7.547358E-03
       261   5  8.279425E-03
       261   6  8.269550E-03
       261   7  7.556180E-03
       261   8  7.547358E-03
       262   1  7.042138E-03
       262   2  7.056570E-03
       262   3  6.369907E-03
       262   4  6.382834E-03
       262   5  7.042138E-03
       262   6  7.056570E-03
       262   7  6.369907E-03
       262   8  6.382834E-03
       263   1  5.900497E-03
       263   2  5.911137E-03
       263   3  5.288691E-03
       263   4  5.298206E-03
       263   5  5.900497E-03
       263   6  5.911137E-03
       263   7  5.288691E-03
       263   8  5.298206E-03
       264   1  7.060455E-03
       264   2  6.384971E-03
       264   3  7.049978E-03
       264   4  6.375433E-03
       264   5  7.060455E-03
       264   6  6.384971E-03
       264   7  7.049978E-03
       264   8  6.375433E-03
       265   1  5.909367E-03
       265   2  5.921093E-03
       265   3  5.297599E-03
       265   4  5.308362E-03
       265   5  5.909367E-03
       265   6  5.921093E-03
       265   7  5.297599E-03
       265   8  5.308362E-03
       266   1  3.341741E-03
       266   2  3.336200E-03
       266   3  2.952742E-03
       266   4  2.947565E-03
       266   5  3.341741E-03
       266   6  3.336200E-03
       266   7  2.952742E-03
       266   8  2.947565E-03
       267   1  2.678068E-03
       267   2  2.318284E-03
       267   3  2.658456E-03
       267   4  2.299513E-03
       267   5  2.678068E-03
       267   6  2.318284E-03
       267   7  2.658456E-03
       267   8  2.299513E-03
       268   1  1.322062E-09
       268   2  6.728536E-10
       268   3  3.839515E-09
       268   4  2.655976E-09
       268   5  1.322062E-09
       268   6  6.728536E-10
       268   7  3.839515E-09
       268   8  2.655976E-09
       269   1  6.089868E-09
       269   2  6.141243E-09
       269   3  4.016988E-09
       269   4  4.085090E-09
       269   5  6.089868E-09
       269   6  6.141243E-09
       269   7  4.016988E-09
       269   8  4.085090E-09
       270   1  1.344965E-04
       270   2  1.422950E-04
       270   3  1.233657E-04
       270   4  1.191321E-04
       270   5  1.344965E-04
       270   6  1.422950E-04
       270   7  1.233657E-04
       270   8  1.191321E-04
       271   1  5.560113E-09
       271   2  5.214899E-09
       271   3  5.075642E-09
       271   4  4.818803E-09
       271   5  5.560113E-09
       271   6  5.214899E-09
       271   7  5.075642E-09
       271   8  4.818803E-09
       272   1  2.769408E-09
       272   2  3.310448E-09
       272   3  2.850746E-09
       272   4  3.389262E-09
       272   5  2.769408E-09
       272   6  3.310448E-09
       272   7  2.850746E-09
       272   8  3.389262E-09
       273   1  1.170968E-03
       273   2  6.925062E-04
       273   3  1.114609E-03
       273   4  5.258827E-04
       273   5  1.170968E-03
       273   6  6.925062E-04
       273   7  1.114609E-03
       273   8  5.258827E-04
       274   1  9.975109E-11
       274   2  9.591592E-11
       274   3  1.055134E-10
       274   4  1.014494E-10
       274   5  9.975109E-11
       274   6  9.591592E-11
       274   7  1.055134E-10
       274   8  1.014494E-10
       275   1  6.157722E-11
       275   2  6.517446E-11
       275   3  5.820770E-11
       275   4  6.155008E-11
       275   5  6.157722E-11
       275   6  6.517446E-11
       275   7  5.820770E-11
       275   8  6.155008E-11
       276   1  1.640601E-10
       276   2  1.634268E-10
