
                        S T E P       1


                                INCREMENT     1


 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set SOLIDMATERIALELEMENTGEOMETRY2D and time  0.1000000E+01
       271   8 -6.429975E+00  1.459760E+00  1.457045E-01  8.420994E+00  3.119764E-03  3.119764E-03 _shell_0000000271   
       272   1 -6.099682E+00  1.852779E+00  2.651912E-01  8.888898E+00  4.141322E-03 -4.141322E-03 _shell_0000000272   
       272   2 -5.131931E+00  1.840355E+00  9.799533E-02  8.888898E+00 -4.141322E-03 -4.141322E-03 _shell_0000000272   
       272   3 -6.112106E+00  1.699011E+00 -1.505663E-01  8.888898E+00  4.141322E-03  4.141322E-03 _shell_0000000272   
       272   4 -5.119507E+00  1.711435E+00 -2.597837E-01  8.888898E+00 -4.141322E-03  4.141322E-03 _shell_0000000272   
       272   5 -6.099682E+00  1.852779E+00  2.651912E-01  8.888898E+00 -4.141322E-03  4.141322E-03 _shell_0000000272   
       272   6 -5.131931E+00  1.840355E+00  9.799533E-02  8.888898E+00  4.141322E-03  4.141322E-03 _shell_0000000272   
       272   7 -6.112106E+00  1.699011E+00 -1.505663E-01  8.888898E+00 -4.141322E-03 -4.141322E-03 _shell_0000000272   
       272   8 -5.119507E+00  1.711435E+00 -2.597837E-01  8.888898E+00  4.141322E-03 -4.141322E-03 _shell_0000000272   
       273   1 -2.384446E+00  1.449036E+00  5.937723E-02  1.030748E+01  3.883929E-03 -3.883929E-03 _shell_0000000273   
       273   2 -5.277915E-01  1.437384E+00  8.381001E-02  1.030748E+01 -3.883929E-03 -3.883929E-03 _shell_0000000273   
       273   3 -2.396098E+00  1.796051E+00 -5.508890E-02  1.030748E+01  3.883929E-03  3.883929E-03 _shell_0000000273   
       273   4 -5.161397E-01  1.807703E+00  2.371890E-02  1.030748E+01 -3.883929E-03  3.883929E-03 _shell_0000000273   
       273   5 -2.384446E+00  1.449036E+00  5.937723E-02  1.030748E+01 -3.883929E-03  3.883929E-03 _shell_0000000273   
       273   6 -5.277915E-01  1.437384E+00  8.381001E-02  1.030748E+01  3.883929E-03  3.883929E-03 _shell_0000000273   
       273   7 -2.396098E+00  1.796051E+00 -5.508890E-02  1.030748E+01 -3.883929E-03 -3.883929E-03 _shell_0000000273   
       273   8 -5.161397E-01  1.807703E+00  2.371890E-02  1.030748E+01  3.883929E-03 -3.883929E-03 _shell_0000000273   
       274   1 -5.404450E-06 -4.401104E-07 -1.372511E-07  2.423094E-06 -1.636502E-09  1.636502E-09 _shell_0000000274   
       274   2 -5.144955E-06 -4.450199E-07 -2.155602E-07  2.423094E-06  1.636502E-09  1.636502E-09 _shell_0000000274   
       274   3 -5.409360E-06 -2.522729E-08  2.261897E-07  2.423094E-06 -1.636502E-09 -1.636502E-09 _shell_0000000274   
       274   4 -5.140046E-06 -2.031779E-08  1.707916E-07  2.423094E-06  1.636502E-09 -1.636502E-09 _shell_0000000274   
       274   5 -5.404450E-06 -4.401104E-07 -1.372511E-07  2.423094E-06  1.636502E-09 -1.636502E-09 _shell_0000000274   
       274   6 -5.144955E-06 -4.450199E-07 -2.155602E-07  2.423094E-06 -1.636502E-09 -1.636502E-09 _shell_0000000274   
       274   7 -5.409360E-06 -2.522729E-08  2.261897E-07  2.423094E-06  1.636502E-09  1.636502E-09 _shell_0000000274   
       274   8 -5.140046E-06 -2.031779E-08  1.707916E-07  2.423094E-06 -1.636502E-09  1.636502E-09 _shell_0000000274   
       275   1 -3.700606E-06 -1.195739E-07  1.395464E-07  2.102728E-06  1.216540E-09 -1.216540E-09 _shell_0000000275   
       275   2 -3.980964E-06 -1.232235E-07  2.198892E-07  2.102728E-06 -1.216540E-09 -1.216540E-09 _shell_0000000275   
       275   3 -3.704256E-06 -5.049317E-07 -2.000696E-07  2.102728E-06  1.216540E-09  1.216540E-09 _shell_0000000275   
       275   4 -3.977315E-06 -5.012821E-07 -1.026951E-07  2.102728E-06 -1.216540E-09  1.216540E-09 _shell_0000000275   
       275   5 -3.700606E-06 -1.195739E-07  1.395464E-07  2.102728E-06 -1.216540E-09  1.216540E-09 _shell_0000000275   
       275   6 -3.980964E-06 -1.232235E-07  2.198892E-07  2.102728E-06  1.216540E-09  1.216540E-09 _shell_0000000275   
       275   7 -3.704256E-06 -5.049317E-07 -2.000696E-07  2.102728E-06 -1.216540E-09 -1.216540E-09 _shell_0000000275   
       275   8 -3.977315E-06 -5.012821E-07 -1.026951E-07  2.102728E-06  1.216540E-09 -1.216540E-09 _shell_0000000275   
       276   1 -5.670653E-06 -3.410686E-07  1.439928E-07  3.912156E-06  1.468080E-09 -1.468080E-09 _shell_0000000276   
       276   2 -5.733181E-06 -3.454728E-07  2.347104E-07  3.912156E-06 -1.468080E-09 -1.468080E-09 _shell_0000000276   
       276   3 -5.675058E-06 -8.144557E-07 -2.279753E-07  3.912156E-06  1.468080E-09  1.468080E-09 _shell_0000000276   
       276   4 -5.728777E-06 -8.100515E-07 -1.167045E-07  3.912156E-06 -1.468080E-09  1.468080E-09 _shell_0000000276   
       276   5 -5.670653E-06 -3.410686E-07  1.439928E-07  3.912156E-06 -1.468080E-09  1.468080E-09 _shell_0000000276   
       276   6 -5.733181E-06 -3.454728E-07  2.347104E-07  3.912156E-06  1.468080E-09  1.468080E-09 _shell_0000000276   
       276   7 -5.675058E-06 -8.144557E-07 -2.279753E-07  3.912156E-06 -1.468080E-09 -1.468080E-09 _shell_0000000276   
       276   8 -5.728777E-06 -8.100515E-07 -1.167045E-07  3.912156E-06  1.468080E-09 -1.468080E-09 _shell_0000000276   
       277   1 -4.288828E-06 -9.906625E-07 -2.234231E-07  3.435473E-06  1.178200E-09  1.178200E-09 _shell_0000000277   
       277   2 -4.285293E-06 -5.445154E-07  1.126271E-07  3.435473E-06  1.178200E-09 -1.178200E-09 _shell_0000000277   
       277   3 -4.316697E-06 -9.871279E-07 -8.233116E-08  3.435473E-06 -1.178200E-09  1.178200E-09 _shell_0000000277   
       277   4 -4.320231E-06 -5.480500E-07  2.372242E-07  3.435473E-06 -1.178200E-09 -1.178200E-09 _shell_0000000277   
       277   5 -4.288828E-06 -9.906625E-07 -2.234231E-07  3.435473E-06 -1.178200E-09 -1.178200E-09 _shell_0000000277   
       277   6 -4.285293E-06 -5.445154E-07  1.126271E-07  3.435473E-06 -1.178200E-09  1.178200E-09 _shell_0000000277   
       277   7 -4.316697E-06 -9.871279E-07 -8.233116E-08  3.435473E-06  1.178200E-09 -1.178200E-09 _shell_0000000277   
       277   8 -4.320231E-06 -5.480500E-07  2.372242E-07  3.435473E-06  1.178200E-09  1.178200E-09 _shell_0000000277   
       278   1  3.289846E+01 -2.584641E-01 -4.689733E-02 -6.588194E-01 -3.859723E-03  3.859723E-03 _shell_0000000278   
       278   2  3.550054E+01 -2.468849E-01  2.509983E-02 -6.588193E-01  3.859723E-03  3.859723E-03 _shell_0000000278   
       278   3  3.291004E+01 -9.706841E-01 -3.386668E-02 -6.588193E-01 -3.859723E-03 -3.859723E-03 _shell_0000000278   
       278   4  3.548896E+01 -9.822633E-01 -1.590568E-02 -6.588193E-01  3.859723E-03 -3.859723E-03 _shell_0000000278   
       278   5  3.289846E+01 -2.584641E-01 -4.689733E-02 -6.588194E-01  3.859723E-03 -3.859723E-03 _shell_0000000278   
       278   6  3.550054E+01 -2.468849E-01  2.509983E-02 -6.588193E-01 -3.859723E-03 -3.859723E-03 _shell_0000000278   
       278   7  3.291004E+01 -9.706841E-01 -3.386668E-02 -6.588193E-01  3.859723E-03  3.859723E-03 _shell_0000000278   
       278   8  3.548896E+01 -9.822633E-01 -1.590568E-02 -6.588193E-01 -3.859723E-03  3.859723E-03 _shell_0000000278   
       279   1  3.112616E+01 -7.540951E-01  2.062584E-02 -6.766712E-01  4.888680E-03 -4.888680E-03 _shell_0000000279   
       279   2  2.851680E+01 -7.394290E-01 -7.656910E-02 -6.766713E-01 -4.888679E-03 -4.888679E-03 _shell_0000000279   
       279   3  3.114082E+01  1.684234E-01  4.525587E-02 -6.766712E-01  4.888679E-03  4.888679E-03 _shell_0000000279   
       279   4  2.850213E+01  1.537574E-01 -1.203806E-01 -6.766713E-01 -4.888680E-03  4.888680E-03 _shell_0000000279   
       279   5  3.112616E+01 -7.540951E-01  2.062584E-02 -6.766712E-01 -4.888680E-03  4.888680E-03 _shell_0000000279   
       279   6  2.851680E+01 -7.394290E-01 -7.656910E-02 -6.766713E-01  4.888679E-03  4.888679E-03 _shell_0000000279   
       279   7  3.114082E+01  1.684234E-01  4.525587E-02 -6.766712E-01 -4.888679E-03 -4.888679E-03 _shell_0000000279   
       279   8  2.850213E+01  1.537574E-01 -1.203806E-01 -6.766713E-01  4.888680E-03 -4.888680E-03 _shell_0000000279   
       280   1  3.131677E+01  9.187787E-01  1.847358E-02 -7.535372E-02  1.619275E-03  1.619275E-03 _shell_0000000280   
       280   2  3.131191E+01  6.860614E-01  1.015015E-01 -7.535371E-02  1.619275E-03 -1.619275E-03 _shell_0000000280   
       280   3  2.884745E+01  9.139209E-01 -1.350222E-01 -7.535396E-02 -1.619275E-03  1.619275E-03 _shell_0000000280   
       280   4  2.885231E+01  6.909192E-01 -2.932450E-02 -7.535398E-02 -1.619275E-03 -1.619275E-03 _shell_0000000280   
       280   5  3.131677E+01  9.187787E-01  1.847358E-02 -7.535372E-02 -1.619275E-03 -1.619275E-03 _shell_0000000280   
       280   6  3.131191E+01  6.860614E-01  1.015015E-01 -7.535371E-02 -1.619275E-03  1.619275E-03 _shell_0000000280   
       280   7  2.884745E+01  9.139209E-01 -1.350222E-01 -7.535396E-02  1.619275E-03 -1.619275E-03 _shell_0000000280   
       280   8  2.885231E+01  6.909192E-01 -2.932450E-02 -7.535398E-02  1.619275E-03  1.619275E-03 _shell_0000000280   
       281   1  3.213724E+01  8.751747E-01  8.373404E-02  6.921718E-01 -2.400857E-03  2.400852E-03 _shell_0000000281   
